id,name,first_air_date,popularity,vote_average,vote_count,status,in_production,num_seasons,num_episodes,genres,type,original_language,origin_country,show_age_days,days_since_last_episode,keywords,last_air_date,us_content_rating,imdb_id,created_by,homepage,is_canceled,weighted_rating,rating_category,years_since_premiere,is_recent,is_popular,genre_count,premiere_year
90665,The Last Czars,2019-07-03,1.9428,7.245,145,Ended,False,1,6,"Drama, War & Politics, Documentary",Documentary,en,GB,2399.0,2399.0,"docudrama, reenactment, russian revolution (1917), imperial russia, 1900s",2019-07-03,TV-MA,tt7949606,Unknown,https://www.netflix.com/title/80211648,0,7.228541394335512,Good,6.572602739726028,0,0,3,2019
118815,The Lost Pirate Kingdom,2021-03-15,2.1157,7.286,70,Ended,False,1,6,Documentary,Documentary,en,US,1778.0,1778.0,"pirate, period drama, reenactment",2021-03-15,TV-MA,tt14057360,Unknown,https://www.netflix.com/title/81035118,0,7.24575828460039,Good,4.8712328767123285,1,0,1,2021
139396,The Endless Night,2023-01-25,1.773,7.6,53,Ended,False,1,5,Drama,Miniseries,pt,BR,1097.0,1097.0,miniseries,2023-01-25,TV-MA,tt16427924,Gustavo Lipsztein,https://www.netflix.com/title/81218409,0,7.450346628679963,Good,3.0054794520547947,1,0,1,2023
220115,Outlast,2023-03-10,1.8815,6.2,25,Returning Series,True,2,16,Reality,Reality,en,US,1053.0,502.0,"wilderness, alaska, survivalist",2024-09-11,TV-14,tt26690964,Unknown,https://www.netflix.com/title/81480322,0,6.666540740740741,Average,2.884931506849315,1,0,1,2023
68962,Pacific Heat,2016-11-27,1.558,5.0,14,Ended,False,1,13,"Comedy, Animation, Action & Adventure, Crime",Scripted,en,AU,3347.0,3342.0,Unknown,2016-12-02,TV-14,tt6283542,Santo Cilauro,http://www.thecomedychannel.com.au/shows/pacific-heat/,0,6.367359924026592,Average,9.169863013698631,0,0,4,2016
220030,Bill Russell: Legend,2023-02-08,2.2022,7.2,25,Ended,False,1,2,Documentary,Miniseries,en,US,1083.0,1083.0,"san francisco, california, boston, massachusetts, louisiana, martin luther king, sports",2023-02-08,TV-MA,tt18271440,Unknown,https://www.netflix.com/title/81644531,0,7.166540740740741,Good,2.967123287671233,1,0,1,2023
154647,Angry Birds: Summer Madness,2022-01-28,1.9869,7.2,93,Ended,False,3,36,"Animation, Action & Adventure, Sci-Fi & Fantasy, Comedy",Miniseries,en,US,1459.0,1250.0,Unknown,2022-08-25,TV-PG,tt12027896,"Rob Doherty, Scott Sonneborn",https://www.netflix.com/title/81161575,0,7.1858223477715,Good,3.9972602739726026,1,0,4,2022
99769,Dragon's Dogma,2020-09-17,1.8864,6.937,190,Ended,False,1,7,"Animation, Action & Adventure, Sci-Fi & Fantasy",Miniseries,ja,JP,1957.0,1957.0,"monster, dragon, demon, based on video game, fantasy world",2020-09-17,TV-MA,tt10011298,Unknown,https://www.netflix.com/title/80992784,0,6.959800172265289,Average,5.361643835616438,0,0,3,2020
246496,Echoes of the Past,2024-12-06,2.1179,6.8,8,Ended,False,1,8,"Mystery, Crime, Drama",Miniseries,ar,EG,416.0,416.0,Unknown,2024-12-06,TV-MA,tt31106358,Mohamed El Masry,https://www.netflix.com/title/81574314,0,7.052334455667789,Good,1.1397260273972603,1,0,3,2024
90290,The Chosen One,2019-06-28,2.2243,6.8,13,Ended,False,2,12,Drama,Scripted,pt,BR,2404.0,2243.0,culte,2019-12-06,TV-MA,tt9048368,Unknown,https://www.netflix.com/title/80233215,0,7.019132553606239,Good,6.586301369863014,0,0,1,2019
224819,Dear Hongrang,2025-05-16,2.9041,7.33,56,Ended,False,1,11,"Drama, Mystery",Scripted,ko,KR,255.0,255.0,"based on novel or book, romance, mysterious, joseon dynasty (1392–1910)",2025-05-16,TV-MA,tt27554348,"Kim Hong-sun, Kim Jin-a",https://www.netflix.com/title/81708925,0,7.269222679469593,Good,0.6986301369863014,1,0,2,2025
281679,My Family,2025-02-19,2.2592,7.1,31,Returning Series,True,1,6,"Drama, Comedy",Scripted,it,IT,341.0,341.0,"terminal illness, family man",2025-02-19,TV-MA,tt29242849,Filippo Gravino,https://www.netflix.com/title/81679389,0,7.1147685185185185,Good,0.9342465753424658,1,0,2,2025
257168,Resurrected Rides,2024-07-24,2.1062,5.0,5,Returning Series,True,1,8,Reality,Reality,en,US,551.0,551.0,"car mechanic, car restoration, custom car, reality show, fabrication",2024-07-24,TV-14,tt32764092,Unknown,https://www.netflix.com/title/81598918,0,6.777567901234568,Average,1.5095890410958903,1,0,1,2024
210195,The Playlist,2022-10-13,2.1429,7.118,136,Ended,False,1,6,Drama,Miniseries,sv,SE,1201.0,1201.0,"miniseries, entrepreneur, music",2022-10-13,TV-MA,tt11564258,Unknown,https://www.netflix.com/title/81186296,0,7.120341844950541,Good,3.2904109589041095,1,0,1,2022
203688,The Future Of,2022-06-21,1.6669,5.227,22,Ended,False,1,12,Documentary,Documentary,en,US,1315.0,1308.0,"future, hope for future, science and technology, new technology, not too distant future",2022-06-28,TV-14,tt19895946,Unknown,https://www.netflix.com/title/81123425,0,6.240873128447596,Average,3.6027397260273974,1,0,1,2022
157717,"Young, Famous & African",2022-03-18,1.8522,7.2,17,Returning Series,True,3,24,Reality,Reality,en,ZA,1410.0,374.0,"african, fashion",2025-01-17,TV-MA,tt15302054,Unknown,https://www.netflix.com/title/81310218,0,7.160167548500882,Good,3.863013698630137,1,0,1,2022
124337,"Money, Explained",2021-05-11,2.3288,7.2,84,Ended,False,1,5,Documentary,Miniseries,en,US,1721.0,1721.0,"money, miniseries",2021-05-11,Unknown,tt14492910,Unknown,https://www.netflix.com/title/81345769,0,7.18465171593612,Good,4.715068493150685,1,0,1,2021
210922,28 Days Haunted,2022-10-21,1.9514,6.638,109,Ended,False,1,6,Reality,Reality,en,US,1193.0,1193.0,Unknown,2022-10-21,TV-14,tt22227040,Unknown,https://www.netflix.com/title/81397887,0,6.73036594803759,Average,3.2684931506849315,1,0,1,2022
119917,Let's Fight Ghost,2021-03-03,2.0005,7.7,12,Ended,False,1,16,"Action & Adventure, Drama, Mystery",Scripted,th,KR,1790.0,1740.0,"supernatural, spirit, ghost",2021-04-22,Unknown,tt14168868,Unknown,https://www.trueid.net/watch/th-th/series/oxbnNbn2OB7x/xQD31NGMVP0m,0,7.316946946946947,Good,4.904109589041096,1,0,3,2021
207642,Family Secrets,2022-08-31,1.8832,5.6,18,Ended,False,1,8,"Comedy, Drama",Scripted,pl,PL,1244.0,1244.0,Unknown,2022-08-31,Unknown,tt19723700,Unknown,https://www.netflix.com/title/81383121,0,6.4913264427217925,Average,3.408219178082192,1,0,2,2022
255803,Son of a Donkey,2025-10-30,1.9995,4.75,4,Returning Series,True,1,6,Comedy,Scripted,en,AU,88.0,88.0,"friendship, adulthood",2025-10-30,Unknown,tt32510363,"Theodore Saidden, Nathan Saidden",https://www.netflix.com/title/81686370,0,6.804380587484036,Average,0.2410958904109589,1,0,1,2025
94647,Unnatural Selection,2019-10-18,1.9956,7.1,33,Ended,False,1,4,Documentary,Miniseries,en,US,2292.0,2292.0,"dna, biology, genetics, pharmaceutical industry, biohacker",2019-10-18,TV-MA,tt11063952,"Leeor Kaufman, Joe Egender",https://www.netflix.com/title/80208910,0,7.11425925925926,Good,6.279452054794521,0,0,1,2019
297492,Fugue State 1986,2025-12-04,1.9943,8.154,13,Ended,False,1,8,Drama,Miniseries,es,CO,53.0,53.0,Unknown,2025-12-04,Unknown,tt37762533,Carlos Moreno,https://www.netflix.com/title/81726649,0,7.482343079922028,Good,0.14520547945205478,1,0,1,2025
115970,50M²,2021-01-27,1.9936,7.364,129,Ended,False,1,8,"Crime, Mystery",Scripted,tr,TR,1825.0,1825.0,hitman,2021-01-27,TV-MA,tt11617848,Burak Aksak,https://www.netflix.com/title/81103322,0,7.326513227513228,Good,5.0,0,0,2,2021
135918,Tear Along the Dotted Line,2021-11-17,1.9921,8.4,464,Ended,False,1,6,"Animation, Comedy, Drama",Miniseries,it,IT,1531.0,1531.0,"based on comic, adult animation",2021-11-17,TV-MA,tt15614372,Zerocalcare,https://www.netflix.com/title/81304528,0,8.335229114595167,Excellent,4.1945205479452055,1,0,3,2021
130364,The Kingdom,2021-08-13,1.992,7.4,54,Ended,False,2,14,"Crime, Drama",Scripted,es,AR,1627.0,1041.0,"politics, televangelist",2023-03-22,TV-MA,tt15068148,"Claudia Piñeiro, Marcelo Piñeyro",https://www.netflix.com/title/81095387,0,7.315532114392875,Good,4.457534246575342,1,0,2,2021
214081,Creature,2023-10-20,1.9892,6.98,49,Ended,False,1,8,"Drama, Sci-Fi & Fantasy",Miniseries,tr,TR,829.0,829.0,"based on novel or book, frankenstein, period piece",2023-10-20,TV-MA,tt17553374,Çağan Irmak,http://www.netflix.com/title/81504235,0,7.031716716716717,Good,2.271232876712329,1,0,2,2023
109000,Izzy's Koala World,2020-09-15,1.987,9.0,8,Returning Series,True,2,16,"Family, Documentary",Documentary,en,AU,1959.0,1742.0,"island, veterinarian, rescue",2021-04-20,TV-Y,tt10687266,Jordan Papadopoulos,https://www.netflix.com/title/81142848,0,7.585667789001122,Good,5.367123287671233,0,0,2,2020
195930,Yakamoz S-245,2022-04-20,1.9861,6.713,89,Ended,False,1,7,"Sci-Fi & Fantasy, Drama",Scripted,tr,TR,1377.0,1377.0,"submarine, sun, post-apocalyptic future, survival, apocalypse",2022-04-20,Unknown,tt13317454,Jason George,https://www.netflix.com/title/81281008,0,6.805123131903834,Average,3.7726027397260276,1,0,2,2022
194899,Represent,2023-01-20,1.9858,6.419,62,Returning Series,True,2,12,Comedy,Scripted,fr,FR,1102.0,515.0,"france, presidential election, election campaign, presidential candidate, satirical",2024-08-29,TV-MA,tt23546622,"Jean-Pascal Zadi, François Uzan",https://www.netflix.com/title/81520506,0,6.624195828011921,Average,3.0191780821917806,1,0,1,2023
243202,Rhythm + Flow Italy,2024-02-19,1.9855,7.031,16,Returning Series,True,2,16,Reality,Reality,it,IT,707.0,287.0,Unknown,2025-04-14,TV-MA,tt28020043,Unknown,https://www.netflix.com/title/81659327,0,7.093244805781391,Good,1.936986301369863,1,0,1,2024
218994,Delete,2023-06-26,1.9854,6.8,22,Ended,False,1,8,"Mystery, Drama",Scripted,th,TH,945.0,943.0,Unknown,2023-06-28,Unknown,tt22696582,Unknown,https://www.netflix.com/title/81519591,0,6.977171000788022,Average,2.589041095890411,1,0,2,2023
132158,Bangkok Breaking,2021-09-23,1.9826,6.7,59,Ended,False,1,6,Crime,Scripted,th,TH,1586.0,1586.0,"journalist, bangkok, thailand, police, love, thai",2021-09-23,TV-MA,tt14202282,Unknown,https://www.netflix.com/title/81287826,0,6.828893298059965,Average,4.345205479452055,1,0,1,2021
124648,Hatchimals: Adventures in Hatchtopia,2018-11-05,1.9807,6.0,2,Ended,False,3,54,"Animation, Kids",Scripted,en,US,2639.0,2278.0,Unknown,2019-11-01,TV-Y,tt10198732,"Barbara Haynes, Brent Piaskoski",Unknown,0,7.049149519890261,Good,7.23013698630137,0,0,2,2018
64823,Real Rob,2015-12-01,1.977,6.6,60,Canceled,False,2,16,Comedy,Scripted,en,US,3709.0,3041.0,hollywood star,2017-09-29,TV-14,tt3741346,Rob Schneider,http://www.netflix.com/title/80074503,1,6.7567886710239655,Average,10.161643835616438,0,0,1,2015
195900,Mai: A Mother's Rage,2022-04-15,1.9762,7.526,19,Ended,False,1,6,"Crime, Drama, Mystery",Scripted,hi,IN,1382.0,1382.0,"murder, organized crime, avenge",2022-04-15,TV-MA,tt14160684,Atul Mongia,https://www.netflix.com/title/80216058,0,7.302750841750843,Good,3.786301369863014,1,0,3,2022
81208,Camarón Revolution,2018-07-16,1.9731,3.7,3,Ended,False,1,6,"Documentary, Reality",Documentary,es,ES,2751.0,2751.0,Unknown,2018-07-16,Unknown,Unknown,Unknown,https://www.netflix.com/title/80233223,0,6.765251322751324,Average,7.536986301369863,0,0,2,2018
213169,The Kinnaree Conspiracy,2022-10-24,1.9727,7.3,3,Ended,False,1,16,"Mystery, War & Politics",Scripted,th,TH,1190.0,1140.0,"love triangle, investigation, politics, romance, historical",2022-12-13,Unknown,tt21073654,Pongsakorn Jindawatana,Unknown,0,7.15096560846561,Good,3.26027397260274,1,0,2,2022
83245,Wild District,2018-10-19,1.9727,7.321,156,Ended,False,2,20,Drama,Scripted,es,CO,2656.0,2271.0,"undercover, jungle, government corruption, bogota, colombia",2019-11-08,TV-MA,tt8105958,Cristian Conti,https://www.netflix.com/title/80230435,0,7.295044403519541,Good,7.276712328767124,0,0,1,2018
123534,Intimacy,2022-06-10,1.9718,6.664,73,Ended,False,1,8,"Drama, Mystery",Miniseries,es,ES,1326.0,1326.0,"invasion of privacy, leak, sex video",2022-06-10,TV-MA,tt14463542,"Laura Sarmiento, Verónica Fernández",https://netflix.com/title/81149763,0,6.783663643235072,Average,3.632876712328767,1,0,2,2022
74579,The Day I Met El Chapo: The Kate del Castillo Story,2017-10-20,2.6213,5.8,24,Ended,False,1,3,Documentary,Miniseries,en,US,3020.0,3020.0,"supermodel, miniseries, drug lord",2017-10-20,TV-MA,tt7334894,Unknown,https://www.netflix.com/title/80184569,0,6.480143613000756,Average,8.273972602739725,0,0,1,2017
114893,Paava Kadhaigal,2020-12-18,2.1701,7.523,22,Ended,False,1,4,Drama,Miniseries,ta,IN,1865.0,1865.0,"dreams, honor killing, gay theme, casteism",2020-12-18,TV-MA,tt13206988,Ronnie Screwvala,https://www.netflix.com/title/81341216,0,7.315596532702916,Good,5.109589041095891,0,0,1,2020
127372,Captain Laserhawk: A Blood Dragon Remix,2023-10-19,1.8898,7.625,100,Ended,False,1,6,"Animation, Action & Adventure, Sci-Fi & Fantasy, Comedy",Scripted,en,US,830.0,830.0,"cyborg, outcast, based on video game, adult animation, undercover operation",2023-10-19,TV-MA,tt14837566,Adi Shankar,https://www.netflix.com/title/81306319,0,7.526616296296297,Good,2.2739726027397262,1,0,4,2023
99626,The Trials of Gabriel Fernandez,2020-02-26,2.2314,7.4,425,Ended,False,1,6,"Documentary, Crime",Miniseries,en,US,2161.0,2161.0,"child abuse, miniseries, torture, cruelty, courtroom",2020-02-26,TV-MA,tt11822998,Brian Knappenberger,https://www.netflix.com/title/80220207,0,7.385171193415638,Good,5.920547945205479,0,0,2,2020
96870,Jamtara – Sabka Number Ayega,2020-01-10,1.8623,7.0,34,Returning Series,True,2,18,"Drama, Crime",Scripted,hi,IN,2208.0,1221.0,"fight, scam, small village",2022-09-23,TV-MA,tt11150912,Soumendra Padhi,https://www.netflix.com/title/81183491,0,7.0563904582548655,Good,6.049315068493151,0,0,2,2020
214257,"Blood, Sex & Royalty",2022-11-23,1.756,7.1,97,Ended,False,1,3,Drama,Scripted,en,GB,1160.0,1160.0,"period drama, henry viii, british royal family",2022-11-23,TV-MA,tt23061466,Jillian Mannion,https://www.netflix.com/title/81498384,0,7.106778992106861,Good,3.1780821917808217,1,0,1,2022
125255,Use for My Talent,2021-05-09,1.9299,5.818,11,Ended,False,1,24,"Drama, Comedy",Scripted,zh,CN,1723.0,1700.0,"opposites attract, rich man poor woman, secondary couple, based on webcomic or webtoon",2021-06-01,Unknown,tt14747972,Unknown,https://www.mgtv.com/h/340208.html,0,6.731251028806584,Average,4.720547945205479,1,0,2,2021
153950,Yeh Kaali Kaali Ankhein,2022-01-14,1.8923,6.6,29,Returning Series,True,2,14,"Crime, Drama, Mystery",Scripted,hi,IN,1473.0,430.0,"daughter, dark comedy, organized crime",2024-11-22,TV-MA,tt14160712,Siddharth Sengupta,https://www.netflix.com/title/81173113,0,6.846796982167353,Average,4.035616438356165,1,0,3,2022
100729,She,2020-03-20,1.946,5.794,34,Canceled,False,2,14,"Crime, Drama",Scripted,hi,IN,2138.0,1319.0,undercover,2022-06-17,TV-MA,tt11905720,Imtiaz Ali,https://www.netflix.com/title/81183494,1,6.361407407407407,Average,5.857534246575343,0,0,2,2020
278004,Istanbul Encyclopedia,2025-04-17,1.9206,5.8,14,Ended,False,1,8,Drama,Miniseries,tr,TR,284.0,284.0,"istanbul, turkey",2025-04-17,Unknown,tt30965512,Selman Nacar,https://www.netflix.com/title/81703424,0,6.654539411206079,Average,0.7780821917808219,1,0,1,2025
126817,We the People,2021-07-04,1.7056,7.9,9,Ended,False,1,10,"Animation, Kids",Scripted,en,US,1667.0,1667.0,"education, friendship, singing",2021-07-04,TV-Y7,tt14770480,Chris Nee,https://www.netflix.com/title/81147853,0,7.336089324618737,Good,4.567123287671233,1,0,2,2021
146173,In From the Cold,2022-01-28,1.8967,6.653,124,Ended,False,1,8,"Drama, Action & Adventure",Scripted,en,US,1459.0,1459.0,"spy, cold war, daughter, vacation, organized crime",2022-01-28,TV-MA,tt11859542,Adam Glass,https://www.netflix.com/title/81123055,0,6.733550584141188,Average,3.9972602739726026,1,0,2,2022
77601,Wild Wild Country,2018-03-16,2.3017,7.698,280,Ended,False,1,6,"Documentary, Crime",Miniseries,en,US,2873.0,2873.0,"sexuality, oregon, usa, attempted murder, scandal, investigation",2018-03-16,TV-MA,tt7768848,Unknown,https://www.netflix.com/title/80145240,0,7.651695203400122,Good,7.8712328767123285,0,0,2,2018
215492,Harry & Meghan,2022-12-08,2.7874,5.853,112,Ended,False,1,6,Documentary,Miniseries,en,US,1145.0,1138.0,"royal family, royalty, miniseries, british royal family, british monarchy",2022-12-15,TV-MA,tt23900194,Unknown,https://www.netflix.com/title/81439256,0,6.086591511219249,Average,3.136986301369863,1,0,1,2022
94660,We Are the Wave,2019-11-01,2.281,6.0,62,Ended,False,1,6,Drama,Scripted,de,DE,2278.0,2278.0,"fascism, propaganda, adaptation",2019-11-01,TV-MA,tt11053220,"Jan Berger, Dennis Gansel, Peter Thorwarth",https://www.netflix.com/title/80218819,0,6.325598126862495,Average,6.241095890410959,0,0,1,2019
133359,House of Secrets: The Burari Deaths,2021-10-08,1.7573,7.2,68,Ended,False,1,3,"Documentary, Crime",Miniseries,hi,IN,1571.0,1571.0,"delhi, india, investigation, murder, criminal, true crime",2021-10-08,Unknown,tt14167390,Leena Yadav,https://www.netflix.com/title/81095095,0,7.182011150935882,Good,4.304109589041096,1,0,2,2021
233237,World War II: From the Frontlines,2023-12-07,1.9498,7.9,90,Ended,False,1,6,"Documentary, War & Politics",Miniseries,en,GB,781.0,781.0,"world war ii, miniseries",2023-12-07,TV-MA,tt28756878,Unknown,https://www.netflix.com/title/81303911,0,7.733278582930757,Good,2.1397260273972605,1,0,2,2023
76153,Rotten,2018-01-05,1.7985,7.197,76,Ended,False,2,12,"Documentary, Crime",Documentary,en,US,2943.0,2306.0,"corruption, capitalism, food industry, organic food, factory farming",2019-10-04,TV-MA,tt7763662,Unknown,https://www.netflix.com/title/80146284,0,7.181178584525119,Good,8.063013698630137,0,0,2,2018
130477,High Water,2022-10-05,1.5993,6.792,144,Ended,False,1,6,Drama,Miniseries,pl,PL,1209.0,1209.0,"natural disaster, based on true story, political incompetence, poland, flood",2022-10-05,Unknown,tt15096728,Unknown,https://www.netflix.com/title/81318108,0,6.842455840455841,Average,3.3123287671232875,1,0,1,2022
288908,Final Draft,2025-08-12,2.0299,7.607,15,Returning Series,True,1,8,Reality,Reality,ja,JP,167.0,167.0,inspirational,2025-08-12,Unknown,tt35803134,Unknown,https://www.netflix.com/title/81710053,0,7.310800925925927,Good,0.4575342465753425,1,0,1,2025
101396,StarBeam,2020-04-03,1.9137,6.8,26,Returning Series,True,4,41,"Animation, Kids",Scripted,en,CA,2124.0,1672.0,superhero,2021-06-29,TV-Y,tt10687184,"Loris Kramer Lunsford, Jason Netter",https://www.netflix.com/title/80215155,0,6.963275236020333,Average,5.8191780821917805,0,0,2,2020
138436,Love Is Blind: Japan,2022-02-08,1.9121,6.167,18,Canceled,False,1,11,Reality,Reality,ja,JP,1448.0,1434.0,"blind date, marriage, matchmaking, wedding, dating show",2022-02-22,TV-PG,tt15943826,Unknown,https://www.netflix.com/title/81411891,1,6.728675279931094,Average,3.967123287671233,1,0,1,2022
230370,Feedback,2023-11-15,1.9117,6.778,28,Ended,False,1,5,"Drama, Crime",Miniseries,pl,PL,803.0,803.0,"rock star, alcoholism, missing son",2023-11-15,TV-MA,tt19723614,Kacper Wysocki,https://www.netflix.com/title/81507265,0,6.945491264849755,Average,2.2,1,0,2,2023
152291,He's Expecting,2022-04-21,1.9105,3.9,17,Ended,False,1,8,"Drama, Comedy",Scripted,ja,JP,1376.0,1376.0,"pregnancy, role reversal, love, parenthood, based on manga",2022-04-21,Unknown,tt14719276,Unknown,https://www.netflix.com/title/81030178,0,5.824453262786596,Poor,3.76986301369863,1,0,2,2022
270364,Blood Legacy,2024-09-20,1.91,7.182,11,Returning Series,True,1,20,Drama,Scripted,en,ZA,493.0,493.0,"corruption, family secrets, murder, business",2024-09-20,TV-MA,tt33344252,Unknown,https://www.netflix.com/title/81675438,0,7.148028806584362,Good,1.3506849315068492,1,0,1,2024
169588,The Ultimatum: Marry or Move On,2022-04-06,1.9092,5.6,20,Returning Series,True,3,30,Reality,Reality,en,US,1391.0,404.0,"ultimatum, dating, love tested, dating show, social experiment",2024-12-18,TV-MA,tt18396952,Unknown,https://www.netflix.com/title/81292203,0,6.4517119341563784,Average,3.8109589041095893,1,0,1,2022
119284,The One,2021-03-12,1.9078,6.493,149,Ended,False,1,8,"Crime, Drama, Sci-Fi & Fantasy",Scripted,en,GB,1781.0,1781.0,"love, psychological thriller, digital",2021-03-12,TV-MA,tt13879466,Howard Overman,https://www.netflix.com/title/80199029,0,6.584965730097914,Average,4.879452054794521,1,0,3,2021
87846,The Idhun Chronicles,2020-09-10,1.9077,6.877,61,Canceled,False,2,10,"Sci-Fi & Fantasy, Animation, Action & Adventure",Scripted,es,ES,1964.0,1844.0,"based on novel or book, magic, anthology, battle, necromancer",2021-01-08,Unknown,tt9731266,"Laura Gallego García, Andrés Carrión",https://www.netflix.com/title/81002001,1,6.951442291128338,Average,5.380821917808219,0,0,3,2020
275306,Saudi Pro League: Kickoff,2024-11-21,1.9072,7.1,4,Returning Series,True,1,6,Documentary,Documentary,en,GB,431.0,431.0,"saudi arabia, controversy, behind the scenes, football (soccer), sports documentary",2024-11-21,TV-PG,tt34377076,Unknown,https://www.netflix.com/title/81783473,0,7.1285185185185185,Good,1.180821917808219,1,0,1,2024
113178,Alien Worlds,2020-12-02,1.9067,6.828,253,Ended,False,1,4,Documentary,Miniseries,en,GB,1881.0,1881.0,"astronomy, astrobiology, exoplanet, exobiology, science",2020-12-02,TV-PG,tt13464340,Unknown,https://www.netflix.com/title/81026141,0,6.855435385025314,Average,5.153424657534247,0,0,1,2020
73275,True and the Rainbow Kingdom,2017-08-11,1.9054,8.5,20,Ended,False,3,19,"Animation, Kids, Comedy",Scripted,en,US,3090.0,2313.0,Unknown,2019-09-27,TV-Y,tt5607658,"Mary Bredin, Samuel Borkson, Bill Schultz, Arturo Sandoval III, Jeff Borkin, Frank Falcone",https://www.netflix.com/title/80063599,0,7.740600823045268,Good,8.465753424657533,0,0,3,2017
87815,My Husband Won't Fit,2019-03-19,1.9051,6.1,21,Ended,False,1,10,Drama,Miniseries,ja,JP,2505.0,2505.0,"japan, soulmates, infidelity, married couple, romance",2019-03-19,Unknown,tt10027946,Unknown,https://www.netflix.com/title/81002451,0,6.661457326892109,Average,6.863013698630137,0,0,1,2019
101262,The Least Expected Day: Inside the Movistar Team 2019,2020-03-29,1.9042,6.7,13,Returning Series,True,5,20,Documentary,Documentary,es,ES,2129.0,1036.0,"tour de france, cycling, professional athlete",2023-03-27,TV-MA,tt12048124,Unknown,https://www.netflix.com/title/81130094,0,6.984922027290449,Average,5.832876712328767,0,0,1,2020
137821,Ritoccàti,2020-07-13,1.9014,4.5,4,Returning Series,True,4,40,Comedy,Scripted,it,IT,2023.0,619.0,Unknown,2024-05-17,Unknown,tt12639822,"Giulio Basoccu, Luca Rochira",Unknown,0,6.769897828863346,Average,5.542465753424658,0,0,1,2020
139792,Summer Heat,2022-01-21,1.8999,7.0,55,Returning Series,True,1,8,Drama,Scripted,pt,BR,1466.0,1466.0,"hotel, beach, cheating, island, summer",2022-01-21,TV-MA,tt14655298,"Isabel Valiante, Caroline Fioratti",https://www.netflix.com/title/81054857,0,7.0415879629629625,Good,4.016438356164383,1,0,1,2022
82862,Little Things,2016-10-25,1.8994,7.488,42,Ended,False,4,29,"Drama, Comedy",Scripted,hi,IN,3380.0,1564.0,little things,2021-10-15,Unknown,tt6522580,Dhruv Sehgal,https://www.netflix.com/title/81011159,0,7.355567716970704,Good,9.26027397260274,0,0,2,2016
103727,The Queen and the Conqueror,2020-05-20,1.8976,8.3,7,Ended,False,1,60,Drama,Scripted,es,CO,2077.0,2077.0,"romance, historical, historical drama, telenovela, 16th century",2020-05-20,TV-14,tt10348700,Unknown,https://www.netflix.com/title/81055416,0,7.388344907407408,Good,5.69041095890411,0,0,1,2020
134365,Insiders,2021-10-21,1.8928,6.438,48,Returning Series,True,2,14,Reality,Reality,es,ES,1558.0,1341.0,"provocation, big brother, spanish",2022-05-26,TV-MA,tt15436028,Unknown,https://www.netflix.com/title/81405213,0,6.676041603247082,Average,4.2684931506849315,1,0,1,2021
105646,The Underclass,2020-07-05,1.8901,5.2,10,Ended,False,1,13,Drama,Scripted,th,TH,2031.0,1947.0,bad students,2020-09-27,TV-MA,tt12665438,Unknown,https://www.gmm25.com/shows_detail.html?id=901,0,6.580772486772488,Average,5.564383561643836,0,0,1,2020
114898,Still 2gether,2020-08-14,1.8895,6.696,28,Ended,False,2,5,"Comedy, Drama",Miniseries,th,TH,1991.0,1963.0,"love at first sight, lgbt, college life, gay romance, boys' love (bl)",2020-09-11,Unknown,tt12897880,JittiRain,Unknown,0,6.902170510132774,Average,5.454794520547945,0,0,2,2020
70420,Legend Quest,2017-02-24,1.8884,8.1,93,Ended,False,1,13,"Animation, Kids, Comedy",Scripted,es,MX,3258.0,3258.0,"menace, legend, village, evil, ghost",2017-02-24,TV-PG,tt5038900,"Jim Krieg, Jose C. Garcia de Letona, Ernie Altbacker",https://www.netflix.com/title/80081863,0,7.895144381669805,Good,8.926027397260274,0,0,3,2017
252257,AMERICA'S SWEETHEARTS: Dallas Cowboys Cheerleaders,2024-06-20,1.8859,8.5,26,Returning Series,True,2,14,Documentary,Documentary,en,US,585.0,222.0,"american football, cheerleading, nfl (national football league), sportsmanship, dallas cowboys",2025-06-18,TV-14,tt32146518,Unknown,https://www.netflix.com/title/81685878,0,7.8299419026870005,Good,1.6027397260273972,1,0,1,2024
286840,The Diamond Heist,2025-04-16,1.8827,6.833,18,Ended,False,1,3,"Documentary, Crime",Miniseries,en,GB,285.0,285.0,"robbery, miniseries, true crime",2025-04-16,TV-MA,tt31806040,Jesse Vile,https://www.netflix.com/title/81701502,0,7.007465977605514,Good,0.7808219178082192,1,0,2,2025
96049,Triad Princess,2019-12-06,1.878,6.6,33,Ended,False,1,6,"Comedy, Drama",Scripted,zh,TW,2243.0,2243.0,"love triangle, undercover, romcom, triad",2019-12-06,Unknown,tt9314996,Neal Wu,https://www.netflix.com/title/81019391,0,6.82977650063857,Average,6.145205479452055,0,0,2,2019
283967,Love Is Blind: Italy,2025-12-01,1.8773,7.8,5,Returning Series,True,1,10,Reality,Reality,it,IT,56.0,35.0,"marriage, romance, spin off, dating show",2025-12-22,TV-MA,tt33806512,Unknown,https://www.netflix.com/title/81774884,0,7.244234567901235,Good,0.15342465753424658,1,0,1,2025
92204,Spirit Riding Free: Pony Tales,2019-08-09,1.8743,7.5,20,Returning Series,True,2,10,"Animation, Action & Adventure, Kids",Scripted,en,US,2362.0,2292.0,"horse, computer animation, feral horse",2019-10-18,TV-Y7,tt10687624,Jim Schumann,https://www.netflix.com/title/81094271,0,7.2961563786008234,Good,6.471232876712329,0,0,3,2019
